"Age","State","Income","Education","Employment","Marital","Smokes","Political","Name","Occupation"
73,"Texas",5173.38,"Bachelor's Degree","Retired","Married",TRUE,"Republican","Lizette","Lawyer"
29,"Utah",71505.49,"GED or Alternative Credential","Unemployed","Widowed",FALSE,"Republican","Tamaro","Unemployed"
75,"Michigan",134910.66,"Bachelor's Degree","Full Time","Widowed",FALSE,"Republican","Aniruddha","Unemployed"
28,"Massachusetts",2959.54,"GED or Alternative Credential","Student","Married",FALSE,"Democrat","Raciel","Doctor"
79,"Louisiana",81803.09,"Associate's Degree","Full Time","Widowed",FALSE,"Green","Devondra","Teacher"
49,"New York",7968.01,"Regular High School Diploma","Part Time","Separated",FALSE,"Democrat","Makoa","Unemployed"
37,"Massachusetts",24056.18,"Some College, 1 or More Years, No Degree","Full Time","Separated",FALSE,"Democrat","Panfilo","Farmer"
41,"Texas",69782.34,"Some College, 1 or More Years, No Degree","Full Time","Divorced",TRUE,"Republican","Teaghen","Lawyer"
35,"Alabama",78153.79,"Bachelor's Degree","Full Time","Never Married",TRUE,"Democrat","Denna","Data Scientist"
28,"Michigan",37119.8,"Some College, Less than 1 Year","Full Time","Divorced",FALSE,"Republican","Keefe","Teacher"
54,"Florida",61748.6,"GED or Alternative Credential","Part Time","Married",FALSE,"Democrat","Matty","Teacher"
50,"Michigan",23052.42,"9th Grade to 12th Grade, No Diploma","Retired","Never Married",FALSE,"Democrat","Fanchon","Doctor"
38,"North Carolina",123819.43,"Professional School Degree","Full Time","Separated",FALSE,"Democrat","Laquila","Unemployed"
39,"California",53327.02,"Regular High School Diploma","Full Time","Widowed",FALSE,"Democrat","Janoah","Marketer"
49,"Iowa",8940.2,"Some College, Less than 1 Year","Full Time","Married",FALSE,"Republican","Jahde","Construction"
56,"Georgia",44570.59,"Regular High School Diploma","Unemployed","Separated",FALSE,"Democrat","Armetha","Unemployed"
76,"New Jersey",59496.46,"Some College, 1 or More Years, No Degree","Full Time","Never Married",FALSE,"Republican","Jewelia","Lawyer"
79,"Pennsylvania",68638.9,"Bachelor's Degree","Full Time","Never Married",FALSE,"Democrat","Manaya","Teacher"
24,"California",11941.79,"Bachelor's Degree","Full Time","Divorced",FALSE,"Democrat","Muhib","Unemployed"
68,"Washington",41759.94,"Regular High School Diploma","Student","Never Married",FALSE,"Democrat","Osmin","Unemployed"
18,"Illinois",47115.12,"Bachelor's Degree","Retired","Married",FALSE,"Democrat","Jakylon","Data Scientist"
64,"Florida",10589.16,"Some College, Less than 1 Year","Student","Widowed",TRUE,"Democrat","Eveleigh","Marketer"
30,"Florida",14602.87,"Bachelor's Degree","Full Time","Separated",TRUE,"Republican","Trivon","Marketer"
55,"Colorado",24150.8,"Bachelor's Degree","Student","Separated",FALSE,"Republican","Add","Teacher"
57,"Michigan",30284.76,"Regular High School Diploma","Part Time","Never Married",TRUE,"Democrat","Diedrick","Teacher"
85,"Ohio",60642.55,"Bachelor's Degree","Full Time","Widowed",FALSE,"Republican","Stuti","Marketer"
51,"New Jersey",25006.82,"Some College, Less than 1 Year","Full Time","Separated",FALSE,"Democrat","Yuleisi","Data Scientist"
89,"Virginia",36926.05,"Regular High School Diploma","Full Time","Widowed",FALSE,"Democrat","Benno","Teacher"
48,"Michigan",23282.73,"Associate's Degree","Full Time","Separated",FALSE,"Democrat","Mirranda","Unemployed"
26,"Pennsylvania",43792.9,"Some College, 1 or More Years, No Degree","Part Time","Separated",FALSE,"Democrat","Zadiel","Data Scientist"
22,"Virginia",22805.95,"Some College, Less than 1 Year","Full Time","Divorced",FALSE,"Democrat","Tonatiuh","Marketer"
77,"Kentucky",29727.87,"9th Grade to 12th Grade, No Diploma","Full Time","Never Married",FALSE,"Democrat","Curren","Teacher"
73,"Arizona",39254.8,"Bachelor's Degree","Full Time","Divorced",TRUE,"Republican","Eyvonne","Lawyer"
49,"Mississippi",43726.34,"Some College, Less than 1 Year","Retired","Married",FALSE,"Republican","Joshuah","Doctor"
58,"Virginia",15989.19,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Republican","Giuliano","Construction"
42,"Arizona",36224.6,"Some College, 1 or More Years, No Degree","Retired","Divorced",TRUE,"Democrat","Shulamis","Marketer"
33,"Ohio",43560.35,"Regular High School Diploma","Retired","Separated",FALSE,"Democrat","Barrie","Farmer"
78,"California",40379.66,"Associate's Degree","Student","Widowed",TRUE,"Republican","Nastassia","Construction"
41,"California",23937.13,"Nursery School to 8th Grade","Retired","Widowed",FALSE,"Democrat","Ajhane","Teacher"
61,"New Jersey",23022.3,"Associate's Degree","Full Time","Widowed",FALSE,"Republican","Darea","Unemployed"
34,"Kentucky",24328.4,"Bachelor's Degree","Full Time","Never Married",FALSE,"Republican","Junnie","Lawyer"
37,"Oklahoma",42502.1,"Master's Degree","Unemployed","Divorced",TRUE,"Democrat","Nayomie","Farmer"
28,"West Virginia",35157.26,"Associate's Degree","Full Time","Married",FALSE,"Republican","Analeia","Construction"
69,"Washington",96745.82,"Regular High School Diploma","Full Time","Separated",TRUE,"Republican","Sheina","Farmer"
41,"California",76097.82,"Regular High School Diploma","Retired","Widowed",FALSE,"Republican","Thoryn","Lawyer"
47,"Georgia",9732.94,"Master's Degree","Full Time","Married",FALSE,"Constitution","Sabena","Construction"
77,"Connecticut",5380.24,"9th Grade to 12th Grade, No Diploma","Full Time","Separated",FALSE,"Republican","Kippie","Marketer"
33,"California",61126.58,"Regular High School Diploma","Retired","Married",FALSE,"Democrat","Meghean","Data Scientist"
47,"Virginia",56592.43,"Some College, 1 or More Years, No Degree","Full Time","Married",FALSE,"Republican","Jamori","Marketer"
75,"Oregon",54622,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Democrat","Funmilayo","Data Scientist"
71,"Missouri",22987.62,"Some College, 1 or More Years, No Degree","Unemployed","Never Married",FALSE,"Democrat","Ryane","Farmer"
77,"Texas",22405.87,"Master's Degree","Full Time","Widowed",TRUE,"Democrat","Drazen","Teacher"
80,"Kentucky",30759.08,"Bachelor's Degree","Full Time","Widowed",FALSE,"Republican","Angelice","Unemployed"
58,"Massachusetts",12656.63,"Bachelor's Degree","Full Time","Never Married",TRUE,"Republican","Sayumi","Marketer"
50,"Illinois",25788.68,"Regular High School Diploma","Full Time","Widowed",FALSE,"Democrat","Rozine","Unemployed"
41,"Kansas",14788.82,"Regular High School Diploma","Full Time","Widowed",FALSE,"Democrat","Iyanuoluwa","Marketer"
63,"Pennsylvania",63225.83,"9th Grade to 12th Grade, No Diploma","Student","Never Married",FALSE,"Republican","Myrene","Teacher"
75,"California",41114.62,"9th Grade to 12th Grade, No Diploma","Full Time","Widowed",FALSE,"Democrat","Shyreeta","Lawyer"
65,"Wyoming",21104.2,"Bachelor's Degree","Part Time","Married",FALSE,"Republican","Max","Doctor"
38,"Texas",76275.19,"Some College, 1 or More Years, No Degree","Part Time","Widowed",FALSE,"Democrat","Mandre","Marketer"
88,"Indiana",19853.86,"Some College, Less than 1 Year","Full Time","Never Married",TRUE,"Democrat","Tondria","Farmer"
70,"Texas",39861.79,"Master's Degree","Full Time","Married",FALSE,"Democrat","Caleya","Farmer"
42,"New York",30975.8,"Regular High School Diploma","Full Time","Widowed",FALSE,"Republican","Izeah","Unemployed"
55,"Maryland",64493.48,"Some College, Less than 1 Year","Full Time","Widowed",FALSE,"Republican","Xzaevion","Unemployed"
61,"Alaska",31908,"Some College, 1 or More Years, No Degree","Full Time","Divorced",FALSE,"Democrat","Bascum","Construction"
73,"Massachusetts",7514.35,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Democrat","Tammy","Construction"
55,"Ohio",35444.63,"9th Grade to 12th Grade, No Diploma","Full Time","Divorced",FALSE,"Democrat","Kimbria","Lawyer"
65,"Virginia",68134.71,"9th Grade to 12th Grade, No Diploma","Part Time","Divorced",FALSE,"Republican","Ykeisha","Teacher"
73,"California",42313.56,"Regular High School Diploma","Full Time","Divorced",FALSE,"Democrat","Mikiala","Teacher"
52,"Florida",63260.02,"Bachelor's Degree","Full Time","Divorced",FALSE,"Democrat","Mieya","Farmer"
84,"Massachusetts",63868.64,"Some College, Less than 1 Year","Full Time","Never Married",FALSE,"Democrat","Geovan","Doctor"
72,"Louisiana",30159.13,"Regular High School Diploma","Student","Married",FALSE,"Republican","Zareena","Farmer"
87,"Pennsylvania",22426.79,"Bachelor's Degree","Full Time","Divorced",FALSE,"Democrat","Camrynn","Doctor"
80,"Iowa",72698.98,"Some College, 1 or More Years, No Degree","Full Time","Married",FALSE,"Democrat","Jahasia","Construction"
34,"Texas",30371.84,"Regular High School Diploma","Full Time","Never Married",FALSE,"Republican","Inelle","Lawyer"
81,"Texas",44430.89,"Some College, 1 or More Years, No Degree","Full Time","Married",FALSE,"Democrat","Ashrita","Data Scientist"
24,"Ohio",43221.97,"Nursery School to 8th Grade","Retired","Divorced",FALSE,"Democrat","Annalisse","Farmer"
82,"New Hampshire",57238.21,"No Schooling Completed","Full Time","Separated",TRUE,"Democrat","Alfreeda","Teacher"
78,"South Carolina",80611.27,"Nursery School to 8th Grade","Full Time","Married",FALSE,"Democrat","Tyranika","Marketer"
58,"Michigan",45449.98,"Some College, 1 or More Years, No Degree","Retired","Widowed",FALSE,"Democrat","Noahh","Construction"
56,"Iowa",63755.62,"GED or Alternative Credential","Full Time","Never Married",FALSE,"Democrat","Dav","Marketer"
83,"Kentucky",16486.19,"Some College, 1 or More Years, No Degree","Unemployed","Married",FALSE,"Democrat","Areeya","Data Scientist"
62,"Georgia",130178.84,"Nursery School to 8th Grade","Retired","Widowed",FALSE,"Republican","Zakhary","Unemployed"
33,"New Jersey",29445.8,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Urlin","Teacher"
71,"Colorado",26917.29,"Regular High School Diploma","Full Time","Married",FALSE,"Republican","Bobbiejo","Lawyer"
34,"Illinois",33104.91,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Betsi","Lawyer"
56,"Arizona",39120.56,"Some College, 1 or More Years, No Degree","Full Time","Divorced",FALSE,"Republican","Sakai","Construction"
88,"New Jersey",16581.41,"Some College, 1 or More Years, No Degree","Full Time","Separated",FALSE,"Democrat","Farina","Doctor"
52,"Ohio",178064.66,"Some College, Less than 1 Year","Part Time","Widowed",FALSE,"Republican","Vallen","Farmer"
26,"Tennessee",67688.54,"Master's Degree","Full Time","Separated",FALSE,"Republican","Stracy","Teacher"
53,"Iowa",96631.92,"Bachelor's Degree","Part Time","Widowed",FALSE,"Democrat","Joanette","Teacher"
31,"Washington",19709.03,"9th Grade to 12th Grade, No Diploma","Full Time","Divorced",TRUE,"Democrat","Inchara","Teacher"
23,"Florida",32858.17,"Regular High School Diploma","Full Time","Married",FALSE,"Republican","Ethleen","Lawyer"
31,"Texas",59247.27,"Nursery School to 8th Grade","Full Time","Divorced",FALSE,"Republican","Seema","Unemployed"
57,"Kentucky",26102.47,"Some College, Less than 1 Year","Full Time","Separated",FALSE,"Democrat","Kennesha","Doctor"
26,"California",2208.14,"Some College, 1 or More Years, No Degree","Retired","Married",FALSE,"Republican","Taresha","Marketer"
83,"Mississippi",97517.26,"Regular High School Diploma","Retired","Divorced",TRUE,"Democrat","Lariyah","Data Scientist"
27,"Pennsylvania",33850.61,"Regular High School Diploma","Full Time","Married",FALSE,"Republican","Raigyn","Farmer"
89,"California",33952.98,"GED or Alternative Credential","Unemployed","Married",FALSE,"Republican","Oaklea","Data Scientist"
42,"Florida",36079.34,"Associate's Degree","Full Time","Separated",FALSE,"Democrat","Bartolome","Marketer"
24,"Tennessee",49282.27,"Master's Degree","Full Time","Separated",FALSE,"Republican","Zinaya","Data Scientist"
58,"Texas",115465.99,"Some College, 1 or More Years, No Degree","Full Time","Divorced",FALSE,"Republican","Dzyre","Unemployed"
39,"Florida",13495.81,"No Schooling Completed","Retired","Divorced",TRUE,"Republican","Shonni","Marketer"
38,"Ohio",74139.53,"Bachelor's Degree","Retired","Widowed",FALSE,"Republican","Ab","Lawyer"
66,"Florida",32080.91,"Bachelor's Degree","Unemployed","Divorced",FALSE,"Republican","Kinita","Data Scientist"
88,"Texas",38856.98,"Bachelor's Degree","Full Time","Never Married",FALSE,"Democrat","Dorain","Farmer"
72,"Massachusetts",35285.63,"Regular High School Diploma","Full Time","Separated",TRUE,"Republican","Athina","Marketer"
41,"Nevada",48279.55,"9th Grade to 12th Grade, No Diploma","Part Time","Widowed",FALSE,"Republican","Nyjai","Marketer"
80,"California",38773.28,"Master's Degree","Full Time","Widowed",FALSE,"Democrat","Estrella","Doctor"
73,"Virginia",45621.46,"Bachelor's Degree","Full Time","Never Married",FALSE,"Republican","Taleiah","Doctor"
71,"Massachusetts",66181.25,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Democrat","Dorese","Lawyer"
71,"California",9676.75,"Bachelor's Degree","Full Time","Widowed",FALSE,"Democrat","Quaneka","Lawyer"
18,"Oklahoma",45946.33,"Regular High School Diploma","Full Time","Never Married",TRUE,"Republican","Toluwanimi","Data Scientist"
27,"New York",20632.34,"Bachelor's Degree","Full Time","Divorced",FALSE,"Republican","Dezerey","Doctor"
71,"Pennsylvania",4515.32,"Regular High School Diploma","Unemployed","Separated",FALSE,"Democrat","Kenshia","Lawyer"
89,"New York",36001.07,"9th Grade to 12th Grade, No Diploma","Student","Separated",FALSE,"Republican","Najahwan","Marketer"
75,"Nevada",73380.93,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Yarelys","Construction"
80,"California",42484.6,"Bachelor's Degree","Full Time","Separated",FALSE,"Constitution","Ferron","Unemployed"
49,"Alabama",21140.79,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Norrene","Teacher"
79,"Minnesota",24354.79,"Some College, 1 or More Years, No Degree","Unemployed","Never Married",FALSE,"Republican","Nali","Lawyer"
79,"Louisiana",164431.44,"Regular High School Diploma","Full Time","Married",FALSE,"Republican","Mae","Lawyer"
37,"California",53655.23,"Regular High School Diploma","Full Time","Married",FALSE,"Republican","Lyssette","Farmer"
73,"Washington",37576.78,"Master's Degree","Full Time","Separated",TRUE,"Democrat","Qing","Doctor"
30,"California",93435.97,"Regular High School Diploma","Full Time","Divorced",FALSE,"Republican","Tatsuya","Data Scientist"
71,"North Dakota",39073.82,"Some College, Less than 1 Year","Full Time","Widowed",FALSE,"Republican","Desmend","Lawyer"
60,"Arkansas",29635.79,"Regular High School Diploma","Full Time","Married",FALSE,"Democrat","Kenja","Marketer"
65,"Minnesota",14866.71,"Associate's Degree","Part Time","Never Married",FALSE,"Republican","Ajalon","Marketer"
29,"Virginia",11910.41,"GED or Alternative Credential","Full Time","Married",FALSE,"Democrat","Swati","Doctor"
52,"Texas",18865.85,"9th Grade to 12th Grade, No Diploma","Retired","Separated",FALSE,"Democrat","Deaunta","Data Scientist"
42,"Illinois",25460.5,"9th Grade to 12th Grade, No Diploma","Retired","Married",FALSE,"Democrat","Rijad","Unemployed"
81,"Arizona",22965.9,"9th Grade to 12th Grade, No Diploma","Full Time","Divorced",FALSE,"Republican","Zaidyn","Data Scientist"
84,"Indiana",44486.73,"Associate's Degree","Full Time","Widowed",FALSE,"Republican","Olicia","Teacher"
86,"New York",37556.1,"9th Grade to 12th Grade, No Diploma","Full Time","Divorced",TRUE,"Republican","Kaiman","Lawyer"
19,"North Carolina",65749.91,"Nursery School to 8th Grade","Full Time","Widowed",TRUE,"Democrat","Yaremy","Unemployed"
40,"California",53880.67,"Some College, Less than 1 Year","Unemployed","Never Married",FALSE,"Democrat","Ethele","Farmer"
40,"California",22939.5,"Regular High School Diploma","Full Time","Separated",FALSE,"Democrat","Johnasia","Doctor"
61,"Texas",10379.67,"Master's Degree","Full Time","Widowed",TRUE,"Democrat","Johnnita","Data Scientist"
63,"Indiana",76773.78,"9th Grade to 12th Grade, No Diploma","Part Time","Divorced",FALSE,"Republican","Jenziel","Data Scientist"
79,"California",29730.29,"Bachelor's Degree","Full Time","Separated",FALSE,"Democrat","Kiondre","Marketer"
36,"New York",62405.81,"Some College, 1 or More Years, No Degree","Unemployed","Never Married",FALSE,"Republican","Gernie","Data Scientist"
42,"Georgia",10779.99,"Some College, 1 or More Years, No Degree","Full Time","Never Married",FALSE,"Republican","Raechell","Farmer"
31,"Tennessee",28222.76,"Some College, 1 or More Years, No Degree","Retired","Widowed",FALSE,"Democrat","Arayna","Lawyer"
69,"California",19027.62,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Democrat","Becket","Teacher"
62,"Illinois",23401.95,"Some College, 1 or More Years, No Degree","Full Time","Married",FALSE,"Republican","Kristyanne","Construction"
36,"Louisiana",3972.01,"Bachelor's Degree","Full Time","Divorced",FALSE,"Democrat","Adonna","Farmer"
32,"California",38503.65,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Republican","Anthonique","Lawyer"
77,"Georgia",41511.98,"GED or Alternative Credential","Full Time","Separated",FALSE,"Republican","Ailan","Unemployed"
88,"California",24399.23,"Regular High School Diploma","Full Time","Married",FALSE,"Libertarian","Zeba","Construction"
27,"North Carolina",19337.59,"Regular High School Diploma","Unemployed","Divorced",FALSE,"Republican","Jazzae","Farmer"
49,"California",26097.02,"Nursery School to 8th Grade","Full Time","Married",FALSE,"Democrat","Nix","Data Scientist"
38,"Kansas",26863.25,"Some College, 1 or More Years, No Degree","Unemployed","Separated",TRUE,"Democrat","Tylashia","Construction"
58,"New Jersey",65001.85,"Regular High School Diploma","Student","Never Married",FALSE,"Democrat","Nashya","Farmer"
66,"Kansas",31611.05,"Bachelor's Degree","Unemployed","Separated",TRUE,"Democrat","Yoneko","Unemployed"
26,"Indiana",11586.44,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Republican","Eriverto","Farmer"
71,"Michigan",10728.39,"Some College, 1 or More Years, No Degree","Full Time","Divorced",FALSE,"Democrat","Breylyn","Lawyer"
87,"New York",23499.27,"Associate's Degree","Unemployed","Divorced",FALSE,"Republican","Atyanna","Data Scientist"
53,"Arkansas",45869.55,"Professional School Degree","Full Time","Married",FALSE,"Democrat","Waymon","Construction"
63,"Illinois",44676.93,"Regular High School Diploma","Full Time","Widowed",FALSE,"Democrat","Mirayah","Construction"
55,"Texas",16683.9,"Nursery School to 8th Grade","Full Time","Widowed",FALSE,"Republican","Mindee","Lawyer"
38,"Michigan",63247.14,"No Schooling Completed","Retired","Widowed",FALSE,"Democrat","Keltan","Construction"
60,"Texas",68535.32,"Some College, 1 or More Years, No Degree","Full Time","Never Married",FALSE,"Republican","Reveille","Lawyer"
52,"New York",53687.96,"Regular High School Diploma","Full Time","Separated",FALSE,"Republican","Stanislaw","Lawyer"
61,"North Dakota",46089.88,"Some College, 1 or More Years, No Degree","Full Time","Married",FALSE,"Republican","Alysianna","Doctor"
29,"New York",48555.72,"Regular High School Diploma","Part Time","Widowed",FALSE,"Democrat","Kaveen","Teacher"
20,"Oklahoma",24182.61,"Regular High School Diploma","Full Time","Divorced",FALSE,"Republican","Gilberta","Data Scientist"
54,"California",66517.2,"Bachelor's Degree","Full Time","Never Married",TRUE,"Democrat","Svana","Marketer"
66,"Oklahoma",54041.54,"Nursery School to 8th Grade","Student","Divorced",FALSE,"Democrat","Debron","Teacher"
50,"Ohio",80544.83,"Bachelor's Degree","Retired","Never Married",FALSE,"Republican","Nethaniel","Marketer"
24,"Kansas",4785.93,"Associate's Degree","Part Time","Separated",FALSE,"Republican","Shirlena","Construction"
66,"Connecticut",7403.86,"Master's Degree","Full Time","Separated",TRUE,"Democrat","Emerleigh","Doctor"
22,"New York",9288.47,"Regular High School Diploma","Part Time","Never Married",TRUE,"Democrat","Paeten","Marketer"
75,"Indiana",43698.2,"Regular High School Diploma","Full Time","Never Married",FALSE,"Republican","Edyce","Lawyer"
73,"Iowa",51005.86,"Master's Degree","Full Time","Never Married",FALSE,"Democrat","Videll","Construction"
20,"Maryland",44492.35,"Bachelor's Degree","Full Time","Divorced",FALSE,"Democrat","Katina","Teacher"
69,"Ohio",73934.16,"Bachelor's Degree","Full Time","Widowed",FALSE,"Republican","Mailie","Data Scientist"
62,"California",19178.15,"Some College, 1 or More Years, No Degree","Student","Widowed",TRUE,"Democrat","Kaylynn","Marketer"
20,"Florida",3376.38,"Bachelor's Degree","Full Time","Never Married",FALSE,"Democrat","Delsa","Lawyer"
34,"Illinois",53885.36,"Some College, 1 or More Years, No Degree","Student","Widowed",FALSE,"Democrat","Chrishaun","Farmer"
71,"Texas",21347.91,"GED or Alternative Credential","Full Time","Widowed",FALSE,"Democrat","Laterrian","Lawyer"
83,"California",43719.4,"Regular High School Diploma","Full Time","Separated",FALSE,"Democrat","Kyly","Farmer"
37,"Massachusetts",88237.41,"Nursery School to 8th Grade","Full Time","Separated",FALSE,"Democrat","Waylynn","Construction"
30,"New York",3112.38,"Regular High School Diploma","Retired","Separated",FALSE,"Democrat","Vachon","Data Scientist"
88,"California",82811.95,"Regular High School Diploma","Full Time","Widowed",FALSE,"Democrat","Wrenda","Marketer"
42,"Oregon",22654.69,"Bachelor's Degree","Part Time","Divorced",FALSE,"Democrat","Davinia","Lawyer"
82,"South Dakota",29354.24,"Some College, Less than 1 Year","Unemployed","Widowed",FALSE,"Democrat","Chameka","Doctor"
79,"West Virginia",64795.28,"Bachelor's Degree","Full Time","Widowed",FALSE,"Democrat","Tereska","Unemployed"
79,"Florida",43387.42,"Regular High School Diploma","Full Time","Divorced",FALSE,"Democrat","Taramarie","Teacher"
41,"Arizona",15609.53,"Bachelor's Degree","Full Time","Separated",FALSE,"Republican","Avaley","Data Scientist"
37,"Texas",71199.52,"Bachelor's Degree","Student","Separated",FALSE,"Democrat","Izaiha","Lawyer"
79,"Ohio",45246.46,"Bachelor's Degree","Full Time","Divorced",FALSE,"Democrat","Masheka","Farmer"
33,"Ohio",1743.15,"Regular High School Diploma","Unemployed","Never Married",FALSE,"Republican","Daishun","Teacher"
69,"Michigan",94819.88,"GED or Alternative Credential","Full Time","Married",FALSE,"Republican","Abdulrehman","Doctor"
55,"California",19788.17,"Bachelor's Degree","Unemployed","Separated",FALSE,"Republican","Everlei","Farmer"
50,"Michigan",63671.45,"Some College, 1 or More Years, No Degree","Full Time","Separated",TRUE,"Democrat","Kambrey","Teacher"
53,"Texas",26843.47,"Regular High School Diploma","Full Time","Separated",FALSE,"Democrat","Kedisha","Marketer"
53,"Tennessee",36348.13,"Bachelor's Degree","Full Time","Divorced",FALSE,"Democrat","Merriel","Construction"
61,"California",51930.48,"Some College, 1 or More Years, No Degree","Retired","Never Married",FALSE,"Democrat","Lizamarie","Data Scientist"
32,"Illinois",44216.51,"Regular High School Diploma","Part Time","Divorced",FALSE,"Democrat","Mansi","Construction"
46,"Indiana",42895.22,"Bachelor's Degree","Full Time","Separated",TRUE,"Democrat","Angelynn","Construction"
30,"Oregon",47685.56,"Some College, 1 or More Years, No Degree","Retired","Never Married",TRUE,"Republican","Diquon","Marketer"
44,"Texas",7555.75,"Bachelor's Degree","Retired","Separated",TRUE,"Republican","Remee","Teacher"
37,"Michigan",42177.76,"Regular High School Diploma","Full Time","Never Married",TRUE,"Democrat","Kirah","Teacher"
56,"Connecticut",108386.51,"Bachelor's Degree","Student","Never Married",FALSE,"Republican","Dinos","Marketer"
69,"Tennessee",41239.51,"Associate's Degree","Full Time","Never Married",FALSE,"Democrat","Oldrich","Construction"
89,"Arizona",85473.82,"Master's Degree","Full Time","Separated",FALSE,"Democrat","Nykeira","Doctor"
76,"Connecticut",29817.96,"Associate's Degree","Retired","Separated",TRUE,"Democrat","Faleisha","Teacher"
56,"Washington",53248.02,"Bachelor's Degree","Unemployed","Widowed",FALSE,"Democrat","Sheldan","Doctor"
84,"Colorado",52900.02,"Nursery School to 8th Grade","Full Time","Separated",FALSE,"Democrat","Dannille","Unemployed"
22,"South Dakota",34912.87,"Bachelor's Degree","Part Time","Never Married",FALSE,"Democrat","Ayyan","Data Scientist"
38,"California",19088.8,"Bachelor's Degree","Full Time","Separated",FALSE,"Democrat","Hopelyn","Teacher"
65,"Hawaii",137782.17,"Regular High School Diploma","Full Time","Divorced",FALSE,"Republican","Kearston","Unemployed"
81,"Colorado",60737.53,"9th Grade to 12th Grade, No Diploma","Full Time","Separated",FALSE,"Republican","Richardson","Farmer"
69,"Georgia",26200.13,"Associate's Degree","Full Time","Separated",FALSE,"Democrat","Yoselina","Marketer"
30,"Tennessee",55582.63,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Democrat","Jahmya","Data Scientist"
68,"Minnesota",21675.13,"Master's Degree","Full Time","Widowed",FALSE,"Republican","Cheryal","Data Scientist"
44,"Colorado",11893.45,"Master's Degree","Student","Divorced",FALSE,"Democrat","Tesher","Doctor"
61,"New York",28029.89,"Regular High School Diploma","Full Time","Married",FALSE,"Republican","Henrie","Farmer"
61,"South Carolina",42110.44,"Doctorate Degree","Unemployed","Never Married",FALSE,"Republican","Yanire","Marketer"
82,"New York",63130.31,"Some College, Less than 1 Year","Full Time","Divorced",FALSE,"Republican","Tiege","Farmer"
30,"Indiana",19653.59,"Some College, 1 or More Years, No Degree","Unemployed","Divorced",TRUE,"Democrat","Catosha","Data Scientist"
81,"Florida",34343.74,"9th Grade to 12th Grade, No Diploma","Part Time","Widowed",TRUE,"Democrat","Kathia","Farmer"
34,"Texas",62002.88,"Regular High School Diploma","Part Time","Married",TRUE,"Republican","Perrin","Teacher"
47,"Wisconsin",15742.86,"Regular High School Diploma","Full Time","Separated",FALSE,"Democrat","Yalissa","Unemployed"
67,"Idaho",64027.85,"Nursery School to 8th Grade","Full Time","Married",FALSE,"Republican","Vadir","Teacher"
29,"Georgia",76819.31,"Nursery School to 8th Grade","Full Time","Never Married",FALSE,"Republican","Raymie","Unemployed"
20,"Maryland",28314.5,"Nursery School to 8th Grade","Full Time","Married",FALSE,"Democrat","Alexiel","Marketer"
40,"Oklahoma",37015.61,"Master's Degree","Retired","Widowed",FALSE,"Democrat","Chasitty","Teacher"
45,"Washington",30424.13,"Associate's Degree","Full Time","Divorced",FALSE,"Democrat","Tenner","Data Scientist"
87,"Maryland",71814.93,"Bachelor's Degree","Full Time","Widowed",FALSE,"Democrat","Angelyce","Farmer"
70,"Arizona",22816.75,"Some College, 1 or More Years, No Degree","Part Time","Married",FALSE,"Republican","Ivyana","Construction"
62,"Texas",60528.96,"Bachelor's Degree","Student","Married",FALSE,"Democrat","Kiyono","Doctor"
86,"Texas",104695.08,"Some College, 1 or More Years, No Degree","Full Time","Married",FALSE,"Democrat","Siobhon","Teacher"
68,"Illinois",27192.58,"Some College, Less than 1 Year","Full Time","Divorced",TRUE,"Republican","Truddie","Data Scientist"
56,"Michigan",52918.16,"Some College, 1 or More Years, No Degree","Full Time","Never Married",FALSE,"Republican","Samed","Lawyer"
30,"Texas",38410.64,"Professional School Degree","Full Time","Divorced",TRUE,"Democrat","Iraiz","Doctor"
54,"Texas",33710.78,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Algean","Doctor"
55,"Iowa",47518.75,"Professional School Degree","Full Time","Divorced",FALSE,"Democrat","Ameriyah","Unemployed"
86,"California",20262.5,"Regular High School Diploma","Retired","Married",FALSE,"Democrat","Zeva","Data Scientist"
78,"New York",71322.81,"Nursery School to 8th Grade","Retired","Divorced",FALSE,"Republican","Vidyuth","Doctor"
29,"New Jersey",23584.64,"Bachelor's Degree","Full Time","Married",FALSE,"Democrat","Malaysa","Doctor"
21,"Louisiana",6451.72,"Associate's Degree","Full Time","Divorced",FALSE,"Democrat","Royle","Lawyer"
64,"Arizona",15005.76,"Regular High School Diploma","Retired","Separated",FALSE,"Republican","Treston","Farmer"
62,"California",13359.52,"Master's Degree","Full Time","Married",FALSE,"Republican","Shenea","Unemployed"
